LAP_ID,BRAND,LAP_TYPE,INCHES,SCREEN_RESOLUTION,LAP_CPU,CPU_SUBCATEGORY,RAM_SIZE_GB,MEMORY_SIZE,MEMORY_TYPE,LAP_GPU,GPU_SUBCATEGORY,OS,WEIGHT_KG,PRICE
815,Lenovo,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.32,99048
816,Razer,Ultrabook,12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 7500U 2.5GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.29,95851
817,HP,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"16GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.23,20513
818,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",4.36,133467
819,Dell,Notebook,14.0,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.76,40226
820,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.10,26102
821,Toshiba,Ultrabook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.25,58075
822,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.13,133147
823,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.40,63883
824,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",STORAGE,"Intel "," HD Graphics 620","Windows 10",1.13,99900
825,Toshiba,Notebook,14.0,1366x768,"Intel "," Pentium Dual Core 4405U 2.1GHz",4,"128GB ",SSD,"Intel "," HD Graphics 510","Windows 10",1.75,26587
826,Asus,"2 in 1 Convertible",13.3,"Touchscreen / Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.10,72354
827,Dell,Notebook,14.0,1366x768,"Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.76,31169
828,Acer,Netbook,11.6,"IPS Panel 1366x768","Intel "," Celeron Dual Core N3060 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.35,18914
829,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.50,32980
830,Razer,Gaming,17.3,"4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i7 7820HK 2.9GHz",32,"512GB ",SSD,"Nvidia "," GeForce GTX 1080","Windows 10",3.49,292987
831,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ 2560x1440","Intel "," Core i7 6600U 2.6GHz",16,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.10,111835
832,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Nvidia "," GeForce 920",Linux,2.10,27652
833,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.70,63190
834,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.32,87912
835,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",3.21,147832
836,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",2.90,128884
837,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.00,35644
838,Lenovo,Notebook,14.0,1366x768,"Intel "," Celeron Quad Core N3160 1.6GHz",4,"16GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.50,17316
839,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,31435
840,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.73,95851
841,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",32,"512GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.42,163724
842,HP,Notebook,17.3,1600x900,"Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX","Windows 10",2.63,48485
843,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.18,38041
844,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.54,99634
845,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",4,"256GB ",SSD,"AMD "," Radeon R5 M420","Windows 10",2.18,39374
846,HP,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Chrome OS",1.40,32767
847,Asus,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"512GB ",SSD,"Nvidia "," GeForce 940M","Windows 10",1.45,54665
848,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.28,121319
849,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.54,78215
850,HP,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"128GB ",SSD,"Intel "," HD Graphics 400","No OS",1.86,15931
851,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.10,101179
852,Dell,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"AMD "," Radeon R7 M445",Linux,2.83,46087
853,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce GT 940MX","Windows 10",1.96,101392
854,Asus,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 930MX","Windows 10",2.30,41931
855,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.90,50350
856,Asus,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505","Windows 10",2.00,23923
857,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7600U 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.28,136344
858,Dell,Notebook,13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.62,34579
859,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","No OS",2.20,24988
860,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,45323
861,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"AMD "," Radeon R7 M465","Windows 10",1.84,71875
862,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,68465
863,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050","No OS",2.50,54186
864,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 7660U 2.5GHz",16,"512GB ",SSD,"Intel "," Iris Plus Graphics 640","Windows 10",1.29,119347
865,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.07,48485
866,Toshiba,Ultrabook,13.3,1366x768,"Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.20,58342
867,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.37,103896
868,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.56,48059
869,Dell,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," Quadro M620","Windows 10",2.23,94732
870,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.38,56210
871,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M430","No OS",2.20,25521
872,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.00,73953
873,Lenovo,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"180GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.44,39161
874,Samsung,Ultrabook,15.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.23,98515
875,Dell,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.60,90043
876,Asus,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505",Linux,2.00,21258
877,Xiaomi,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.28,49817
878,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"128GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.18,48618
879,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.04,44702
880,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.28,90576
881,HP,"2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.30,36486
882,Asus,Notebook,14.1,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.65,18541
883,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.20,35644
884,Dell,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N3710 1.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics","Windows 10",2.20,19660
885,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.28,95851
886,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420X",Linux,2.18,24280
887,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",12,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,72988
888,Acer,Netbook,11.6,"IPS Panel 1366x768","Intel "," Celeron Dual Core N3060 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.25,15824
889,Lenovo,Notebook,17.3,1600x900,"AMD "," A4-Series 7210 2.2GHz",4,"500GB ",HDD,"AMD "," Radeon R3","Windows 10",2.80,20193
890,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.95,67399
891,HP,"2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 7500U 2.7GHz",16,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.42,74539
892,Samsung,Ultrabook,15.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.17,90523
893,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.32,95851
894,MSI,Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 6700HQ 2.6GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.43,141139
895,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,78588
896,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050Ti",Linux,2.62,49497
897,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX","Windows 10",2.04,47952
898,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420X","Windows 10",2.18,32714
899,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.90,49817
900,Dell,"2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 7Y75 1.3GHz",8,"512GB ",SSD,"Intel "," HD Graphics 615","Windows 10",1.24,107258
901,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",32,"256GB ",SSD,"Nvidia "," GeForce GTX 980M","Windows 10",3.58,68145
902,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7Y75 1.3GHz",16,"256GB ",SSD,"Intel "," HD Graphics 615","Windows 10",1.22,87859
903,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",STORAGE,"Intel "," HD Graphics 620","Windows 10",1.13,109171
904,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.95,104588
905,LG,Ultrabook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.08,111835
906,HP,Netbook,12.5,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.26,79014
907,Acer,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Celeron Dual Core 3205U 1.5GHz",4,"16GB ",STORAGE,"Intel "," HD Graphics","Chrome OS",2.20,19128
908,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6300HQ 2.3GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",2.60,42038
909,LG,Ultrabook,14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",0.98,101179
910,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7440HQ 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.60,64202
911,HP,Ultrabook,12.5,"4K Ultra HD / Touchscreen 3840x2160","Intel "," Core M 6Y75 1.2GHz",8,"240GB ",SSD,"Intel "," HD Graphics 515","Windows 10",1.09,165168
912,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",6,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",2.20,42038
913,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",2.04,54292
914,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.40,26587
915,Lenovo,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.44,46940
916,HP,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.49,51149
917,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.70,85195
918,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.60,71875
919,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,59669
920,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420","Windows 10",2.18,36496
921,HP,Ultrabook,15.6,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"AMD "," Radeon R7 M365X","Windows 10",1.84,69104
924,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.37,97236
925,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.95,38889
926,Lenovo,Ultrabook,12.5,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.36,87912
927,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.31,62071
928,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.18,37725
929,HP,Notebook,14.0,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.95,61219
930,Lenovo,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"1TB ",HDD,"Intel "," HD Graphics 505","Windows 10",2.20,16464
931,HP,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.26,84129
932,HP,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"1TB ",HDD,"Intel "," HD Graphics 400","No OS",1.86,15393
933,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 6560U 2.2GHz",16,"1TB ",SSD,"Intel "," Iris Graphics 540","Windows 10",1.30,95851
934,Toshiba,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.47,58874
935,HP,Netbook,12.5,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.26,88924
936,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.18,29762
937,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.20,63883
939,Dell,Gaming,17.3,2560x1440,"Intel "," Core i7 6820HK 2.7GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1080","Windows 10",4.36,146946
940,HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6300HQ 2.3GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 965M","Windows 10",2.75,74539
941,Asus,Notebook,17.3,1600x900,"Intel "," Pentium Quad Core N3710 1.6GHz",4,"1TB ",HDD,"Nvidia "," GeForce 920MX","Windows 10",2.80,28238
942,Acer,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.23,32980
943,Toshiba,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.20,59620
944,Lenovo,"2 in 1 Convertible",11.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core M m7-6Y75 1.2GHz",8,"256GB ",SSD,"Intel "," HD Graphics 515","Windows 10",1.10,69211
945,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","AMD "," FX 8800P 2.1GHz",16,"512GB ",HDD,"AMD "," Radeon R9 M385","Windows 10",2.50,53227
946,Dell,Ultrabook,12.5,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics","Windows 10",1.36,78439
947,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 920MX","No OS",2.20,36497
948,Dell,Notebook,17.3,1600x900,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"AMD "," Radeon R7 M445","Windows 10",2.36,35112
949,Acer,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.68,18595
950,HP,Workstation,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HQ 2.7GHz",8,"8GB ",SSD,"Nvidia "," Quadro M1000M","Windows 10",2.00,119827
951,Dell,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.36,94572
952,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.20,77789
953,Asus,"2 in 1 Convertible",12.5,"Full HD 1920x1080","Intel "," Core M M7-6Y75 1.2GHz",8,"64GB ",STORAGE,"Intel "," HD Graphics 515","Chrome OS",1.20,61752
954,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6600U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.70,79333
955,Dell,Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.36,168045
956,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7Y54 1.2GHz",8,"256GB ",SSD,"Intel "," HD Graphics 615","Windows 10",1.24,101179
957,HP,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel "," Pentium Quad Core N4200 1.1GHz",4,"256GB ",SSD,"Intel "," HD Graphics 505","Windows 10",1.45,41292
958,Dell,Ultrabook,13.3,"Quad HD+ 3200x1800","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.30,67559
959,Acer,"2 in 1 Convertible",11.6,"IPS Panel Touchscreen 1366x768","Intel "," Celeron Dual Core N3060 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.25,20726
960,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.20,81785
961,Lenovo,Ultrabook,12.5,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.36,93773
962,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",12,"128GB ",HDD,"Nvidia "," GeForce GTX 950M","Windows 10",2.40,53760
963,Toshiba,Ultrabook,12.5,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.10,95371
964,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.50GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX","Windows 10",2.04,45102
965,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M430",Linux,2.25,24808
966,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.90,43956
